stage,fold,search_method,config_name,model_name,accuracy,precision,recall,f1_score,auc,elapsed_seconds,saved_model_path,test_accuracy,test_precision,test_recall,test_f1_score,test_auc,cv_accuracy_mean,cv_precision_mean,cv_recall_mean,cv_f1_score_mean,cv_auc_mean,search_scoring,search_best_score,search_best_params,cv_accuracy_std,cv_precision_std,cv_recall_std,cv_f1_score_std,cv_auc_std
cv,15,none,custom_params,RandomForest,,,,,,65.02407932281494,outputs\models\cv_15\custom_params\RandomForest.joblib,0.8183183183183184,0.8847087378640777,0.7311935807422267,0.800658978583196,0.8982036018144343,0.8049746787230742,0.8703823045043618,0.7159039107201967,0.7852221527145926,0.901722258147996,,,,0.011728781948215824,0.012350688946522326,0.028499034284710605,0.016214100206129855,0.008710912437596635
cv,15,none,paper_params,RandomForest,,,,,,19.913042783737183,outputs\models\cv_15\paper_params\RandomForest.joblib,0.8123123123123123,0.8658823529411764,0.7382146439317954,0.7969680563075258,0.8966379658455887,0.8025965476543141,0.8635860002604175,0.7181671159029649,0.7837742431767001,0.8979273593117246,,,,0.01558427105094747,0.021360851964309827,0.028969326455332265,0.018961247606965895,0.010363553694142975
cv,15,none,paper_params,LogisticRegression,,,,,,87.5136456489563,outputs\models\cv_15\paper_params\LogisticRegression.joblib,0.8008008008008008,0.8196371398078975,0.7703109327983951,0.7942088934850051,0.8797531455505376,0.7969647382997833,0.8187505161908487,0.7618546365914786,0.7890349248814695,0.8802070192273246,,,,0.01498968138703474,0.01659752597873853,0.02536291165531755,0.017133550345905673,0.012062484976310992
cv,15,none,custom_params,LogisticRegression,,,,,,232.28603959083557,outputs\models\cv_15\custom_params\LogisticRegression.joblib,0.7912912912912913,0.8104925053533191,0.7592778335005015,0.7840497151734852,0.8704334782569485,0.7932053398035425,0.8131953807654603,0.7603404738260746,0.7856648258110435,0.8707190851278807,,,,0.017665251610119247,0.019906909894244162,0.02551889707575958,0.01926113923697717,0.014488669057947197
cv,15,none,paper_params,DecisionTree,,,,,,16.54758858680725,outputs\models\cv_15\paper_params\DecisionTree.joblib,0.7652652652652653,0.7629482071713147,0.7683049147442327,0.7656171914042978,0.8210826285048953,0.7660492695152517,0.7598945793108807,0.7776582966851088,0.7682214096195538,0.8228134523568464,,,,0.012816359374159014,0.01952821723952996,0.0260050074242397,0.013020697366327104,0.010530856275658388
cv,15,none,custom_params,DecisionTree,,,,,,75.54117035865784,outputs\models\cv_15\custom_params\DecisionTree.joblib,0.7587587587587588,0.7572427572427572,0.7602808425275828,0.7587587587587588,0.75876179988517,0.7393838724390714,0.7411007258235104,0.7342422092968269,0.7373019435869597,0.7393714871589971,,,,0.019460850232459363,0.019078283262465395,0.03393007069745781,0.022358815111870822,0.019470421048203238
cv,15,none,paper_params,GaussianNB,,,,,,5.58585000038147,outputs\models\cv_15\paper_params\GaussianNB.joblib,0.6466466466466466,0.9030470914127424,0.32698094282848544,0.4801178203240059,0.6790511394322829,0.6472656782669619,0.8933362911564671,0.3324972809381946,0.4839404006322781,0.676027423346918,,,,0.017215268787138034,0.030204880508744477,0.030748149916905346,0.034862409676825815,0.020934643959329247
cv,15,none,custom_params,GaussianNB,,,,,,7.309866189956665,outputs\models\cv_15\custom_params\GaussianNB.joblib,0.6466466466466466,0.9030470914127424,0.32698094282848544,0.4801178203240059,0.6790511394322829,0.6472656782669619,0.8933362911564671,0.3324972809381946,0.4839404006322781,0.676027423346918,,,,0.017215268787138034,0.030204880508744477,0.030748149916905346,0.034862409676825815,0.020934643959329247
cv,20,none,paper_params,XGBoost,,,,,,170.91443300247192,outputs\models\cv_20\paper_params\XGBoost.joblib,0.8353353353353353,0.8538135593220338,0.8084252758274825,0.8304997424008244,0.9132011418872001,0.8350093984962406,0.8528993415630808,0.8090075376884422,0.8300822127513332,0.9187432434873373,,,,0.018618300651965142,0.019189068696786767,0.030231124559784207,0.020674256121795135,0.011871399709907028
cv,20,none,custom_params,XGBoost,,,,,,196.24955940246582,outputs\models\cv_20\custom_params\XGBoost.joblib,0.8338338338338338,0.8571428571428571,0.8004012036108324,0.8278008298755186,0.9114556456582535,0.835514411027569,0.8530366446981585,0.8102613065326633,0.830772804925093,0.9163850576889422,,,,0.017212319662651406,0.02000969562202477,0.02820234790693769,0.01881293907278524,0.010397964572830865
cv,20,none,paper_params,LightGBM,,,,,,107.60149145126343,outputs\models\cv_20\paper_params\LightGBM.joblib,0.8358358358358359,0.8502617801047121,0.8144433299899699,0.8319672131147541,0.9163875242109947,0.8306271929824561,0.8491457346903755,0.8037349246231156,0.8254356387329655,0.9160873290894773,,,,0.01954548430133584,0.023073015735604115,0.03131198004967825,0.021402099103138304,0.012653216348286183
cv,20,none,custom_params,LightGBM,,,,,,97.9093885421753,outputs\models\cv_20\custom_params\LightGBM.joblib,0.8358358358358359,0.8502617801047121,0.8144433299899699,0.8319672131147541,0.9163875242109947,0.8306271929824561,0.8491457346903755,0.8037349246231156,0.8254356387329655,0.9160873290894773,,,,0.01954548430133584,0.023073015735604115,0.03131198004967825,0.021402099103138304,0.012653216348286183
cv,20,none,custom_params,RandomForest,,,,,,65.32535338401794,outputs\models\cv_20\custom_params\RandomForest.joblib,0.8183183183183184,0.8847087378640777,0.7311935807422267,0.800658978583196,0.8982036018144343,0.8053496240601504,0.8728693365799195,0.7144057788944724,0.7852896994326868,0.9021065255850147,,,,0.015101165437820264,0.022622123049108038,0.02753767385627572,0.018116739151094356,0.011753428697087134
cv,20,none,paper_params,RandomForest,,,,,,34.346667528152466,outputs\models\cv_20\paper_params\RandomForest.joblib,0.8123123123123123,0.8658823529411764,0.7382146439317954,0.7969680563075258,0.8966379658455887,0.8045989974937344,0.8630256069222779,0.7234346733668341,0.7867669229239516,0.8996536971861797,,,,0.015128668311831558,0.01959950419213328,0.02633568707431842,0.01801028005279966,0.01205319555524174
cv,20,none,paper_params,LogisticRegression,,,,,,134.80817890167236,outputs\models\cv_20\paper_params\LogisticRegression.joblib,0.8008008008008008,0.8196371398078975,0.7703109327983951,0.7942088934850051,0.8797531455505376,0.7984630325814537,0.8201350344846505,0.7635992462311557,0.7905977830394098,0.8809308568964225,,,,0.020436827939646036,0.021228641152110882,0.03070634858832432,0.02273485149888939,0.014347845114603032
cv,20,none,custom_params,LogisticRegression,,,,,,319.26090383529663,outputs\models\cv_20\custom_params\LogisticRegression.joblib,0.7912912912912913,0.8104925053533191,0.7592778335005015,0.7840497151734852,0.8704334782569485,0.794079260651629,0.8146926060272243,0.7600829145728643,0.7861645398031022,0.8713090449761245,,,,0.021920088106673962,0.0208886189389771,0.03396189257787356,0.024792291647888345,0.016650480837603274
cv,20,none,paper_params,DecisionTree,,,,,,22.66346001625061,outputs\models\cv_20\paper_params\DecisionTree.joblib,0.7652652652652653,0.7629482071713147,0.7683049147442327,0.7656171914042978,0.8210826285048953,0.7610360275689223,0.7517003896286687,0.7801620603015076,0.7651449169778004,0.820052680395135,,,,0.019210351513488624,0.026636474370171862,0.025129128493613023,0.016683083795846966,0.014747563387942905
cv,20,none,custom_params,DecisionTree,,,,,,71.61509203910828,outputs\models\cv_20\custom_params\DecisionTree.joblib,0.7587587587587588,0.7572427572427572,0.7602808425275828,0.7587587587587588,0.75876179988517,0.7385112781954886,0.7391268422030108,0.7362713567839196,0.7374244599023372,0.7385125440636016,,,,0.02035158953328778,0.023604746912809147,0.025948478807736403,0.02038915310405497,0.020342417274101625
cv,20,none,paper_params,GaussianNB,,,,,,8.249522686004639,outputs\models\cv_20\paper_params\GaussianNB.joblib,0.6466466466466466,0.9030470914127424,0.32698094282848544,0.4801178203240059,0.6790511394322829,0.6471387844611528,0.8936694906238483,0.3322650753768844,0.48389173900824334,0.6774370970993024,,,,0.015893847758198586,0.03325908175840978,0.026429101456355054,0.030370111693177104,0.01815922134513056
cv,20,none,custom_params,GaussianNB,,,,,,7.599314212799072,outputs\models\cv_20\custom_params\GaussianNB.joblib,0.6466466466466466,0.9030470914127424,0.32698094282848544,0.4801178203240059,0.6790511394322829,0.6471387844611528,0.8936694906238483,0.3322650753768844,0.48389173900824334,0.6774370970993024,,,,0.015893847758198586,0.03325908175840978,0.026429101456355054,0.030370111693177104,0.01815922134513056
search,10,grid,paper_params,XGBoost,,,,,,22425.249502420425,outputs\models\grid_search_cv_10\paper_params\XGBoost.joblib,0.8283283283283284,0.8442105263157895,0.8044132397191575,0.8238315356959425,0.9159255989747465,,,,,,f1,0.8338202793135799,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 400, ""subsample"": 1.0}",,,,,
search,10,grid,custom_params,XGBoost,,,,,,18165.355583190918,outputs\models\grid_search_cv_10\custom_params\XGBoost.joblib,0.8283283283283284,0.8442105263157895,0.8044132397191575,0.8238315356959425,0.9159255989747465,,,,,,f1,0.8338202793135799,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 400, ""subsample"": 1.0}",,,,,
search,10,grid,paper_params,LightGBM,,,,,,5445.355057477951,outputs\models\grid_search_cv_10\paper_params\LightGBM.joblib,0.8378378378378378,0.858359957401491,0.8084252758274825,0.8326446280991735,0.9134586576913558,,,,,,f1,0.8347609444454422,"{""learning_rate"": 0.1, ""max_depth"": -1, ""n_estimators"": 200, ""num_leaves"": 63}",,,,,
search,10,grid,custom_params,LightGBM,,,,,,4133.9826674461365,outputs\models\grid_search_cv_10\custom_params\LightGBM.joblib,0.8378378378378378,0.858359957401491,0.8084252758274825,0.8326446280991735,0.9134586576913558,,,,,,f1,0.8347609444454422,"{""learning_rate"": 0.1, ""max_depth"": -1, ""n_estimators"": 200, ""num_leaves"": 63}",,,,,
search,10,grid,paper_params,RandomForest,,,,,,2766.806207895279,outputs\models\grid_search_cv_10\paper_params\RandomForest.joblib,0.8178178178178178,0.8781362007168458,0.7372116349047142,0.8015267175572519,0.900557817308068,,,,,,f1,0.7890040315979923,"{""max_depth"": 20, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400}",,,,,
search,10,grid,custom_params,RandomForest,,,,,,2764.5394954681396,outputs\models\grid_search_cv_10\custom_params\RandomForest.joblib,0.8143143143143143,0.8691037735849056,0.7392176529588766,0.7989159891598916,0.8948644134200804,,,,,,f1,0.7881333298489498,"{""max_depth"": 20, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 100}",,,,,
search,10,grid,custom_params,LogisticRegression,,,,,,955.2577872276306,outputs\models\grid_search_cv_10\custom_params\LogisticRegression.joblib,0.8103103103103103,0.838074398249453,0.7683049147442327,0.8016745159602302,0.8858653883729108,,,,,,f1,0.791975799103593,"{""C"": 0.01, ""penalty"": ""l2"", ""solver"": ""lbfgs""}",,,,,
search,10,grid,paper_params,LogisticRegression,,,,,,862.2790975570679,outputs\models\grid_search_cv_10\paper_params\LogisticRegression.joblib,0.8103103103103103,0.838074398249453,0.7683049147442327,0.8016745159602302,0.8858032639376671,,,,,,f1,0.7915659612140236,"{""C"": 0.01, ""penalty"": ""l2"", ""solver"": ""lbfgs""}",,,,,
search,10,grid,custom_params,DecisionTree,,,,,,1295.6697134971619,outputs\models\grid_search_cv_10\custom_params\DecisionTree.joblib,0.7932932932932933,0.8244444444444444,0.7442326980942828,0.7822878228782287,0.8541408441107539,,,,,,f1,0.7708795709398826,"{""max_depth"": 5, ""min_samples_leaf"": 2, ""min_samples_split"": 10}",,,,,
search,10,grid,paper_params,DecisionTree,,,,,,1186.5646154880524,outputs\models\grid_search_cv_10\paper_params\DecisionTree.joblib,0.7652652652652653,0.7629482071713147,0.7683049147442327,0.7656171914042978,0.8210826285048953,,,,,,f1,0.7691970542248552,"{""max_depth"": 3, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",,,,,
search,10,grid,paper_params,GaussianNB,,,,,,21.257916688919067,outputs\models\grid_search_cv_10\paper_params\GaussianNB.joblib,0.6466466466466466,0.9030470914127424,0.32698094282848544,0.4801178203240059,0.6843813157754982,,,,,,f1,0.49175227557768303,"{""var_smoothing"": 1e-08}",,,,,
search,10,grid,custom_params,GaussianNB,,,,,,21.216415405273438,outputs\models\grid_search_cv_10\custom_params\GaussianNB.joblib,0.6466466466466466,0.9030470914127424,0.32698094282848544,0.4801178203240059,0.6843813157754982,,,,,,f1,0.49175227557768303,"{""var_smoothing"": 1e-08}",,,,,
search,10,randomized,paper_params,LightGBM,,,,,,651.5920293331146,outputs\models\randomized_search_cv_10\paper_params\LightGBM.joblib,0.8403403403403403,0.8614072494669509,0.8104312938816449,0.8351421188630491,0.9196590771314945,,,,,,f1,0.8316773905920478,"{""num_leaves"": 31, ""n_estimators"": 400, ""max_depth"": 10, ""learning_rate"": 0.1}",,,,,
search,10,randomized,custom_params,LightGBM,,,,,,653.5136666297913,outputs\models\randomized_search_cv_10\custom_params\LightGBM.joblib,0.8403403403403403,0.8614072494669509,0.8104312938816449,0.8351421188630491,0.9196590771314945,,,,,,f1,0.8316773905920478,"{""num_leaves"": 31, ""n_estimators"": 400, ""max_depth"": 10, ""learning_rate"": 0.1}",,,,,
search,10,randomized,paper_params,XGBoost,,,,,,1472.102112531662,outputs\models\randomized_search_cv_10\paper_params\XGBoost.joblib,0.8388388388388388,0.8594249201277955,0.8094282848545636,0.8336776859504132,0.9166520540642906,,,,,,f1,0.8283166342215236,"{""subsample"": 1.0, ""n_estimators"": 200, ""max_depth"": 10, ""learning_rate"": 0.05, ""colsample_bytree"": 0.8}",,,,,
search,10,randomized,custom_params,XGBoost,,,,,,1478.162581205368,outputs\models\randomized_search_cv_10\custom_params\XGBoost.joblib,0.8388388388388388,0.8594249201277955,0.8094282848545636,0.8336776859504132,0.9166520540642906,,,,,,f1,0.8283166342215236,"{""subsample"": 1.0, ""n_estimators"": 200, ""max_depth"": 10, ""learning_rate"": 0.05, ""colsample_bytree"": 0.8}",,,,,
search,10,randomized,paper_params,RandomForest,,,,,,274.6452136039734,outputs\models\randomized_search_cv_10\paper_params\RandomForest.joblib,0.8228228228228228,0.8813760379596679,0.7452357071213641,0.8076086956521739,0.9004305624165202,,,,,,f1,0.7874514846262928,"{""n_estimators"": 200, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_depth"": 20}",,,,,
search,10,randomized,custom_params,RandomForest,,,,,,274.3807215690613,outputs\models\randomized_search_cv_10\custom_params\RandomForest.joblib,0.8143143143143143,0.8691037735849056,0.7392176529588766,0.7989159891598916,0.8948644134200804,,,,,,f1,0.7881333298489498,"{""n_estimators"": 100, ""min_samples_split"": 5, ""min_samples_leaf"": 1, ""max_depth"": 20}",,,,,
search,10,randomized,custom_params,LogisticRegression,,,,,,931.5500507354736,outputs\models\randomized_search_cv_10\custom_params\LogisticRegression.joblib,0.8103103103103103,0.838074398249453,0.7683049147442327,0.8016745159602302,0.8858653883729108,,,,,,f1,0.791975799103593,"{""solver"": ""lbfgs"", ""penalty"": ""l2"", ""C"": 0.01}",,,,,
search,10,randomized,paper_params,LogisticRegression,,,,,,955.9304099082947,outputs\models\randomized_search_cv_10\paper_params\LogisticRegression.joblib,0.8103103103103103,0.838074398249453,0.7683049147442327,0.8016745159602302,0.8858032639376671,,,,,,f1,0.7915659612140236,"{""solver"": ""lbfgs"", ""penalty"": ""l2"", ""C"": 0.01}",,,,,
search,10,randomized,custom_params,DecisionTree,,,,,,328.58635115623474,outputs\models\randomized_search_cv_10\custom_params\DecisionTree.joblib,0.7927927927927928,0.8242491657397107,0.7432296890672017,0.7816455696202531,0.8539133885172,,,,,,f1,0.770398265625638,"{""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_depth"": 5}",,,,,
search,10,randomized,paper_params,DecisionTree,,,,,,314.1418716907501,outputs\models\randomized_search_cv_10\paper_params\DecisionTree.joblib,0.7652652652652653,0.7629482071713147,0.7683049147442327,0.7656171914042978,0.8210826285048953,,,,,,f1,0.7691970542248552,"{""min_samples_split"": 5, ""min_samples_leaf"": 2, ""max_depth"": 3}",,,,,
search,10,randomized,paper_params,GaussianNB,,,,,,20.91973352432251,outputs\models\randomized_search_cv_10\paper_params\GaussianNB.joblib,0.6466466466466466,0.9030470914127424,0.32698094282848544,0.4801178203240059,0.6843813157754982,,,,,,f1,0.49175227557768303,"{""var_smoothing"": 1e-08}",,,,,
search,10,randomized,custom_params,GaussianNB,,,,,,20.93693256378174,outputs\models\randomized_search_cv_10\custom_params\GaussianNB.joblib,0.6466466466466466,0.9030470914127424,0.32698094282848544,0.4801178203240059,0.6843813157754982,,,,,,f1,0.49175227557768303,"{""var_smoothing"": 1e-08}",,,,,
